,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,Label
120,17,3,KV,2,18,99,1478,1475,1521,1504,1478|1478,1475|1475,1521|1521,1504|1504,12,29,29,0,True,False,9,False,1,0,0,1,False,I-Invoice_ShippingAddress
121,17,4,-1/2,4,21,9999,1531,1474,1599,1509,1531|1531|1531|1531,1474|1474|1474|1474,1599|1599|1599|1599,1509|1509|1509|1509,10,35,35,0,False,True,9,False,1,0,2,1,False,I-Invoice_ShippingAddress
122,17,5,Savli,5,26,99999,1609,1474,1683,1504,1609|1609|1609|1609|1609,1474|1474|1474|1474|1474,1683|1683|1683|1683|1683,1504|1504|1504|1504|1504,10,30,30,0,False,False,9,False,1,0,0,1,False,I-Invoice_ShippingAddress
123,17,6,GIDC,4,32,9999,1694,1475,1780,1505,1694|1694|1694|1694,1475|1475|1475|1475,1780|1780|1780|1780,1505|1505|1505|1505,11,30,30,0,True,False,9,False,1,0,0,1,False,I-Invoice_ShippingAddress
124,17,7,"Estate,",7,37,9999999,1790,1475,1898,1510,1790|1790|1790|1790|1790|1790|1790,1475|1475|1475|1475|1475|1475|1475,1898|1898|1898|1898|1898|1898|1898,1510|1510|1510|1510|1510|1510|1510,10,35,35,0,False,True,9,False,1,0,0,1,False,I-Invoice_ShippingAddress
125,18,0,"Manjusar,",9,0,999999999,1353,1522,1508,1559,1353|1353|1353|1353|1353|1353|1353|1353|1353,1522|1522|1522|1522|1522|1522|1522|1522|1522,1508|1508|1508|1508|1508|1508|1508|1508|1508,1559|1559|1559|1559|1559|1559|1559|1559|1559,0,37,37,0,False,True,9,False,1,0,0,0,False,I-Invoice_ShippingAddress
126,19,0,Savli,5,0,99999,238,1554,312,1586,238|238|238|238|238,1554|1554|1554|1554|1554,312|312|312|312|312,1586|1586|1586|1586|1586,0,32,32,0,False,False,9,False,1,0,0,0,False,I-Invoice_BillingAddress
127,19,1,Savli,5,6,99999,1350,1570,1425,1601,1350|1350|1350|1350|1350,1570|1570|1570|1570|1570,1425|1425|1425|1425|1425,1601|1601|1601|1601|1601,1038,31,31,0,False,False,9,False,1,0,0,1,False,I-Invoice_ShippingAddress
128,20,0,Vadodara-391775,15,0,999999999999999,238,1613,521,1644,238|238|238|238|238|238|238|238|238|238|238|238|238|238|238,1613|1613|1613|1613|1613|1613|1613|1613|1613|1613|1613|1613|1613|1613|1613,521|521|521|521|521|521|521|521|521|521|521|521|521|521|521,1644|1644|1644|1644|1644|1644|1644|1644|1644|1644|1644|1644|1644|1644|1644,0,31,31,0,False,True,9,False,1,0,6,0,False,I-Invoice_BillingAddress
129,20,1,Vadodara-391775,15,16,999999999999999,1349,1619,1633,1651,1349|1349|1349|1349|1349|1349|1349|1349|1349|1349|1349|1349|1349|1349|1349,1619|1619|1619|1619|1619|1619|1619|1619|1619|1619|1619|1619|1619|1619|1619,1633|1633|1633|1633|1633|1633|1633|1633|1633|1633|1633|1633|1633|1633|1633,1651|1651|1651|1651|1651|1651|1651|1651|1651|1651|1651|1651|1651|1651|1651,828,32,32,0,False,True,9,False,1,0,6,1,False,I-Invoice_ShippingAddress
130,21,0,State,5,0,99999,238,1670,322,1702,238|238|238|238|238,1670|1670|1670|1670|1670,322|322|322|322|322,1702|1702|1702|1702|1702,0,32,32,0,False,False,9,False,1,0,0,0,False,I-Invoice_BillingAddress
131,21,1,:,1,6,9,334,1677,342,1701,334,1677,342,1701,12,24,24,0,False,True,9,True,1,0,0,1,False,I-Invoice_BillingAddress
132,21,2,GUJARAT,7,8,9999999,355,1672,507,1702,355|355|355|355|355|355|355,1672|1672|1672|1672|1672|1672|1672,507|507|507|507|507|507|507,1702|1702|1702|1702|1702|1702|1702,13,30,30,0,True,False,9,False,1,0,0,2,False,I-Invoice_BillingAddress
133,21,3,State,5,16,99999,1350,1668,1436,1699,1350|1350|1350|1350|1350,1668|1668|1668|1668|1668,1436|1436|1436|1436|1436,1699|1699|1699|1699|1699,843,31,31,0,False,False,9,False,1,0,0,3,False,I-Invoice_ShippingAddress
134,21,4,:,1,22,9,1446,1675,1455,1698,1446,1675,1455,1698,10,23,23,0,False,True,9,True,1,0,0,4,False,I-Invoice_ShippingAddress
135,21,5,GUJARAT,7,24,9999999,1468,1669,1620,1698,1468|1468|1468|1468|1468|1468|1468,1669|1669|1669|1669|1669|1669|1669,1620|1620|1620|1620|1620|1620|1620,1698|1698|1698|1698|1698|1698|1698,13,29,29,0,True,False,9,False,1,0,0,5,False,I-Invoice_ShippingAddress
136,22,0,Statecode,9,0,999999999,236,1720,398,1749,236|236|236|236|236|236|236|236|236,1720|1720|1720|1720|1720|1720|1720|1720|1720,398|398|398|398|398|398|398|398|398,1749|1749|1749|1749|1749|1749|1749|1749|1749,0,29,29,0,False,False,9,False,1,0,0,0,False,I-Invoice_BillingAddress
137,22,1,:,1,10,9,409,1726,417,1751,409,1726,417,1751,11,25,25,0,False,True,9,True,1,0,0,1,False,I-Invoice_BillingAddress
138,22,2,24,2,12,66,431,1721,487,1756,431|431,1721|1721,487|487,1756|1756,14,35,35,0,False,False,6,False,1,0,2,2,True,I-Invoice_BillingAddress
139,22,3,",",1,15,6,431,1721,487,1756,431,1721,487,1756,-56,35,35,0,False,True,6,True,1,0,0,2,False,I-Invoice_BillingAddress
140,22,4,Country,7,17,9999999,501,1721,631,1758,501|501|501|501|501|501|501,1721|1721|1721|1721|1721|1721|1721,631|631|631|631|631|631|631,1758|1758|1758|1758|1758|1758|1758,14,37,37,0,False,False,9,False,1,0,0,2,False,O
141,22,5,:,1,25,9,641,1727,650,1750,641,1727,650,1750,10,23,23,0,False,True,9,True,1,0,0,3,False,I-Invoice_BillingAddress
142,22,6,IN,2,27,99,663,1722,700,1751,663|663,1722|1722,700|700,1751|1751,13,29,29,0,True,False,9,False,1,0,0,4,False,I-Invoice_BillingAddress
143,22,7,Statecode,9,30,999999999,1349,1717,1515,1748,1349|1349|1349|1349|1349|1349|1349|1349|1349,1717|1717|1717|1717|1717|1717|1717|1717|1717,1515|1515|1515|1515|1515|1515|1515|1515|1515,1748|1748|1748|1748|1748|1748|1748|1748|1748,649,31,31,0,False,False,9,False,1,0,0,5,False,I-Invoice_ShippingAddress
144,22,8,24,2,40,77,1555,1719,1611,1753,1555|1555,1719|1719,1611|1611,1753|1753,40,34,34,0,False,False,7,False,1,0,2,6,True,I-Invoice_ShippingAddress
145,22,9,",",1,43,7,1555,1719,1611,1753,1555,1719,1611,1753,-56,34,34,0,False,True,7,True,1,0,0,6,False,I-Invoice_ShippingAddress
146,22,10,Country,7,45,9999999,1626,1719,1755,1756,1626|1626|1626|1626|1626|1626|1626,1719|1719|1719|1719|1719|1719|1719,1755|1755|1755|1755|1755|1755|1755,1756|1756|1756|1756|1756|1756|1756,15,37,37,0,False,False,9,False,1,0,0,6,False,I-Invoice_ShippingAddress
147,22,11,:,1,53,9,1766,1726,1774,1748,1766,1726,1774,1748,11,22,22,0,False,True,9,True,1,0,0,7,False,I-Invoice_ShippingAddress
148,22,12,IN,2,55,99,1798,1719,1836,1748,1798|1798,1719|1719,1836|1836,1748|1748,24,29,29,0,True,False,9,False,1,0,0,8,False,I-Invoice_ShippingAddress
149,23,0,Particulars,11,0,99999999999,261,1859,457,1890,261|261|261|261|261|261|261|261|261|261|261,1859|1859|1859|1859|1859|1859|1859|1859|1859|1859|1859,457|457|457|457|457|457|457|457|457|457|457,1890|1890|1890|1890|1890|1890|1890|1890|1890|1890|1890,0,31,31,0,False,False,9,False,1,0,0,0,False,O
150,23,1,Amount(INR),11,12,99999999999,2065,1862,2339,1904,2065|2065|2065|2065|2065|2065|2065|2065|2065|2065|2065,1862|1862|1862|1862|1862|1862|1862|1862|1862|1862|1862,2339|2339|2339|2339|2339|2339|2339|2339|2339|2339|2339,1904|1904|1904|1904|1904|1904|1904|1904|1904|1904|1904,1608,42,42,0,False,True,9,False,1,0,0,1,False,O
151,24,0,Towards,7,0,9999999,258,1917,396,1948,258|258|258|258|258|258|258,1917|1917|1917|1917|1917|1917|1917,396|396|396|396|396|396|396,1948|1948|1948|1948|1948|1948|1948,0,31,31,0,False,False,9,False,1,0,0,0,False,O
152,24,1,salary,6,8,999999,407,1918,500,1956,407|407|407|407|407|407,1918|1918|1918|1918|1918|1918,500|500|500|500|500|500,1956|1956|1956|1956|1956|1956,11,38,38,0,False,False,9,False,1,0,0,0,False,O
153,24,2,and,3,15,999,510,1918,570,1949,510|510|510,1918|1918|1918,570|570|570,1949|1949|1949,10,31,31,0,False,False,9,False,1,0,0,0,False,O
154,24,3,service,7,19,9999999,581,1919,692,1950,581|581|581|581|581|581|581,1919|1919|1919|1919|1919|1919|1919,692|692|692|692|692|692|692,1950|1950|1950|1950|1950|1950|1950,11,31,31,0,False,False,9,False,1,0,0,0,False,O
155,24,4,fees,4,27,9999,702,1918,768,1949,702|702|702|702,1918|1918|1918|1918,768|768|768|768,1949|1949|1949|1949,10,31,31,0,False,False,9,False,1,0,0,0,False,O
156,24,5,for,3,32,999,779,1919,826,1950,779|779|779,1919|1919|1919,826|826|826,1950|1950|1950,11,31,31,0,False,False,9,False,1,0,0,0,False,O
157,24,6,the,3,36,999,834,1919,887,1950,834|834|834,1919|1919|1919,887|887|887,1950|1950|1950,8,31,31,0,False,False,9,False,1,0,0,0,False,O
158,24,7,month,5,40,99999,898,1919,999,1951,898|898|898|898|898,1919|1919|1919|1919|1919,999|999|999|999|999,1951|1951|1951|1951|1951,11,32,32,0,False,False,9,False,1,0,0,0,False,O
159,24,8,of,2,46,99,1010,1919,1044,1950,1010|1010,1919|1919,1044|1044,1950|1950,11,31,31,0,False,False,9,False,1,0,0,0,False,O
160,24,9,"October,",8,49,99999999,1053,1920,1189,1955,1053|1053|1053|1053|1053|1053|1053|1053,1920|1920|1920|1920|1920|1920|1920|1920,1189|1189|1189|1189|1189|1189|1189|1189,1955|1955|1955|1955|1955|1955|1955|1955,9,35,35,0,False,True,9,False,1,0,0,0,False,O
161,24,10,2019,4,58,9999,1201,1920,1281,1951,1201|1201|1201|1201,1920|1920|1920|1920,1281|1281|1281|1281,1951|1951|1951|1951,12,31,31,0,False,False,9,False,1,0,4,0,True,O
162,24,11,"68,168.14",9,63,999999999,2138,1920,2343,1960,2138|2138|2138|2138|2138|2138|2138|2138|2138,1920|1920|1920|1920|1920|1920|1920|1920|1920,2343|2343|2343|2343|2343|2343|2343|2343|2343,1960|1960|1960|1960|1960|1960|1960|1960|1960,857,40,40,0,False,True,9,False,1,0,7,1,True,O
163,25,0,Remarks,7,0,9999999,260,1975,420,2007,260|260|260|260|260|260|260,1975|1975|1975|1975|1975|1975|1975,420|420|420|420|420|420|420,2007|2007|2007|2007|2007|2007|2007,0,32,32,0,False,False,9,False,1,0,0,0,False,O
164,25,1,(if,3,8,999,429,1974,473,2015,429|429|429,1974|1974|1974,473|473|473,2015|2015|2015,9,41,41,0,False,True,9,False,1,0,0,0,False,O
165,25,2,any),4,12,9999,479,1976,564,2014,479|479|479|479,1976|1976|1976|1976,564|564|564|564,2014|2014|2014|2014,6,38,38,0,False,True,9,False,1,0,0,0,False,O
166,25,3,:,1,17,9,575,1984,584,2009,575,1984,584,2009,11,25,25,0,False,True,9,True,1,0,0,1,False,O
167,26,0,Total,5,0,99999,256,2082,349,2113,256|256|256|256|256,2082|2082|2082|2082|2082,349|349|349|349|349,2113|2113|2113|2113|2113,0,31,31,0,False,False,9,False,1,0,0,0,False,O
168,26,1,"68,168.14",9,6,999999999,2136,2084,2342,2125,2136|2136|2136|2136|2136|2136|2136|2136|2136,2084|2084|2084|2084|2084|2084|2084|2084|2084,2342|2342|2342|2342|2342|2342|2342|2342|2342,2125|2125|2125|2125|2125|2125|2125|2125|2125,1787,41,41,0,False,True,9,False,1,0,7,1,True,B-Invoice_SubTotal
169,27,0,IGST,4,0,9999,258,2141,338,2171,258|258|258|258,2141|2141|2141|2141,338|338|338|338,2171|2171|2171|2171,0,30,30,0,True,False,9,False,1,0,0,0,False,O
170,27,1,on,2,5,99,349,2148,388,2171,349|349,2148|2148,388|388,2171|2171,11,23,23,0,False,False,9,False,1,0,0,0,False,O
171,27,2,Total,5,8,99999,399,2142,479,2172,399|399|399|399|399,2142|2142|2142|2142|2142,479|479|479|479|479,2172|2172|2172|2172|2172,11,30,30,0,False,False,9,False,1,0,0,0,False,O
172,27,3,18%,3,14,999,1770,2143,1850,2176,1770|1770|1770,2143|2143|2143,1850|1850|1850,2176|2176|2176,1291,33,33,0,False,True,9,False,1,0,2,1,False,O
173,27,4,0.00,4,18,9999,2261,2145,2339,2178,2261|2261|2261|2261,2145|2145|2145|2145,2339|2339|2339|2339,2178|2178|2178|2178,411,33,33,0,False,True,9,False,1,0,3,2,True,O
174,28,0,(or),4,0,9999,348,2189,408,2227,348|348|348|348,2189|2189|2189|2189,408|408|408|408,2227|2227|2227|2227,0,38,38,0,False,True,9,False,1,0,0,0,False,O
175,29,0,CGST,4,0,9999,257,2248,346,2278,257|257|257|257,2248|2248|2248|2248,346|346|346|346,2278|2278|2278|2278,0,30,30,0,True,False,9,False,1,0,0,0,False,O
176,29,1,on,2,5,99,356,2255,395,2278,356|356,2255|2255,395|395,2278|2278,10,23,23,0,False,False,9,False,1,0,0,0,False,O
177,29,2,Total,5,8,99999,405,2249,486,2279,405|405|405|405|405,2249|2249|2249|2249|2249,486|486|486|486|486,2279|2279|2279|2279|2279,10,30,30,0,False,False,9,False,1,0,0,0,False,O
178,29,3,9%,2,14,99,1789,2249,1849,2284,1789|1789,2249|2249,1849|1849,2284|2284,1303,35,35,0,False,True,9,False,1,0,1,1,False,O
179,29,4,"6,135.13",8,17,99999999,2183,2251,2338,2291,2183|2183|2183|2183|2183|2183|2183|2183,2251|2251|2251|2251|2251|2251|2251|2251,2338|2338|2338|2338|2338|2338|2338|2338,2291|2291|2291|2291|2291|2291|2291|2291,334,40,40,0,False,True,9,False,1,0,6,2,True,B-Invoice_TotalTax
180,30,0,SGST,4,0,9999,256,2307,345,2338,256|256|256|256,2307|2307|2307|2307,345|345|345|345,2338|2338|2338|2338,0,31,31,0,True,False,9,False,1,0,0,0,False,O
181,30,1,on,2,5,99,353,2314,393,2337,353|353,2314|2314,393|393,2337|2337,8,23,23,0,False,False,9,False,1,0,0,0,False,O
182,30,2,Total,5,8,99999,404,2306,485,2339,404|404|404|404|404,2306|2306|2306|2306|2306,485|485|485|485|485,2339|2339|2339|2339|2339,11,33,33,0,False,False,9,False,1,0,0,0,False,O
183,30,3,9%,2,14,99,1789,2307,1849,2343,1789|1789,2307|2307,1849|1849,2343|2343,1304,36,36,0,False,True,9,False,1,0,1,1,False,O
184,30,4,"6,135.13",8,17,99999999,2183,2310,2338,2349,2183|2183|2183|2183|2183|2183|2183|2183,2310|2310|2310|2310|2310|2310|2310|2310,2338|2338|2338|2338|2338|2338|2338|2338,2349|2349|2349|2349|2349|2349|2349|2349,334,39,39,0,False,True,9,False,1,0,6,2,True,B-Invoice_TotalTax
185,31,0,Invoice,7,0,9999999,257,2365,393,2396,257|257|257|257|257|257|257,2365|2365|2365|2365|2365|2365|2365,393|393|393|393|393|393|393,2396|2396|2396|2396|2396|2396|2396,0,31,31,0,False,False,9,False,1,0,0,0,False,O
186,31,1,Amount,6,8,999999,402,2366,548,2397,402|402|402|402|402|402,2366|2366|2366|2366|2366|2366,548|548|548|548|548|548,2397|2397|2397|2397|2397|2397,9,31,31,0,False,False,9,False,1,0,0,0,False,O
187,31,2,"80,438.40",9,15,999999999,2134,2368,2338,2408,2134|2134|2134|2134|2134|2134|2134|2134|2134,2368|2368|2368|2368|2368|2368|2368|2368|2368,2338|2338|2338|2338|2338|2338|2338|2338|2338,2408|2408|2408|2408|2408|2408|2408|2408|2408,1586,40,40,0,False,True,9,False,1,0,7,1,True,B-Invoice_InvoiceTotal
188,32,0,Amount,6,0,999999,255,2425,382,2455,255|255|255|255|255|255,2425|2425|2425|2425|2425|2425,382|382|382|382|382|382,2455|2455|2455|2455|2455|2455,0,30,30,0,False,False,9,False,1,0,0,0,False,O
189,32,1,(in,3,7,999,393,2424,434,2461,393|393|393,2424|2424|2424,434|434|434,2461|2461|2461,11,37,37,0,False,True,9,False,1,0,0,0,False,O
190,32,2,words).,7,11,9999999,444,2424,559,2461,444|444|444|444|444|444|444,2424|2424|2424|2424|2424|2424|2424,559|559|559|559|559|559|559,2461|2461|2461|2461|2461|2461|2461,10,37,37,0,False,True,9,False,1,0,0,0,False,O
191,32,3,Indian,6,19,999999,567,2424,667,2455,567|567|567|567|567|567,2424|2424|2424|2424|2424|2424,667|667|667|667|667|667,2455|2455|2455|2455|2455|2455,8,31,31,0,False,False,9,False,1,0,0,0,False,O
192,32,4,Rupees,6,26,999999,679,2426,797,2462,679|679|679|679|679|679,2426|2426|2426|2426|2426|2426,797|797|797|797|797|797,2462|2462|2462|2462|2462|2462,12,36,36,0,False,False,9,False,1,0,0,0,False,O
193,32,5,Eighty,6,33,999999,808,2426,907,2463,808|808|808|808|808|808,2426|2426|2426|2426|2426|2426,907|907|907|907|907|907,2463|2463|2463|2463|2463|2463,11,37,37,0,False,False,9,False,1,0,0,0,False,O
194,32,6,Thousand,8,40,99999999,916,2426,1075,2457,916|916|916|916|916|916|916|916,2426|2426|2426|2426|2426|2426|2426|2426,1075|1075|1075|1075|1075|1075|1075|1075,2457|2457|2457|2457|2457|2457|2457|2457,9,31,31,0,False,False,9,False,1,0,0,0,False,O
195,32,7,Four,4,49,9999,1086,2427,1159,2457,1086|1086|1086|1086,2427|2427|2427|2427,1159|1159|1159|1159,2457|2457|2457|2457,11,30,30,0,False,False,9,False,1,0,0,0,False,O
196,32,8,Hundred,7,54,9999999,1169,2427,1304,2458,1169|1169|1169|1169|1169|1169|1169,2427|2427|2427|2427|2427|2427|2427,1304|1304|1304|1304|1304|1304|1304,2458|2458|2458|2458|2458|2458|2458,10,31,31,0,False,False,9,False,1,0,0,0,False,O
197,32,9,Thirty,6,62,999999,1315,2427,1409,2464,1315|1315|1315|1315|1315|1315,2427|2427|2427|2427|2427|2427,1409|1409|1409|1409|1409|1409,2464|2464|2464|2464|2464|2464,11,37,37,0,False,False,9,False,1,0,0,0,False,O
198,32,10,Eight,5,69,99999,1420,2428,1502,2464,1420|1420|1420|1420|1420,2428|2428|2428|2428|2428,1502|1502|1502|1502|1502,2464|2464|2464|2464|2464,11,36,36,0,False,False,9,False,1,0,0,0,False,O
199,32,11,And,3,75,999,1511,2428,1574,2459,1511|1511|1511,2428|2428|2428,1574|1574|1574,2459|2459|2459,9,31,31,0,False,False,9,False,1,0,0,0,False,O
200,32,12,Paise,5,79,99999,1586,2428,1668,2459,1586|1586|1586|1586|1586,2428|2428|2428|2428|2428,1668|1668|1668|1668|1668,2459|2459|2459|2459|2459,12,31,31,0,False,False,9,False,1,0,0,0,False,O
201,32,13,Forty,5,85,99999,1679,2428,1761,2465,1679|1679|1679|1679|1679,2428|2428|2428|2428|2428,1761|1761|1761|1761|1761,2465|2465|2465|2465|2465,11,37,37,0,False,False,9,False,1,0,0,0,False,O
202,32,14,Only,4,91,9999,1771,2428,1845,2466,1771|1771|1771|1771,2428|2428|2428|2428,1845|1845|1845|1845,2466|2466|2466|2466,10,38,38,0,False,False,9,False,1,0,0,0,False,O
203,33,0,USER,4,0,9999,791,2631,884,2659,791|791|791|791,2631|2631|2631|2631,884|884|884|884,2659|2659|2659|2659,0,28,28,0,True,False,9,False,1,0,0,0,False,O
204,33,1,SIGN,4,5,9999,896,2629,983,2657,896|896|896|896,2629|2629|2629|2629,983|983|983|983,2657|2657|2657|2657,12,28,28,0,True,False,9,False,1,0,0,0,False,O
205,33,2,&,1,10,9,997,2626,1025,2656,997,2626,1025,2656,14,30,30,0,False,True,9,True,1,0,0,0,False,O
206,33,3,DT.,3,12,999,1038,2627,1092,2656,1038|1038|1038,2627|2627|2627,1092|1092|1092,2656|2656|2656,13,29,29,0,False,True,9,False,1,0,0,0,False,O
207,33,4,NEW,3,16,222,1611,2547,1825,2747,1611|1611|1611,2547|2547|2547,1825|1825|1825,2747|2747|2747,519,200,200,0,True,False,2,False,1,0,0,1,False,O
208,34,0,APPROVER,8,0,99999999,790,2710,989,2740,790|790|790|790|790|790|790|790,2710|2710|2710|2710|2710|2710|2710|2710,989|989|989|989|989|989|989|989,2740|2740|2740|2740|2740|2740|2740|2740,0,30,30,0,True,False,9,False,1,0,0,0,False,O
209,34,1,SIGN,4,9,9999,1002,2709,1087,2736,1002|1002|1002|1002,2709|2709|2709|2709,1087|1087|1087|1087,2736|2736|2736|2736,13,27,27,0,True,False,9,False,1,0,0,0,False,O
210,34,2,&,1,14,9,1103,2706,1130,2736,1103,2706,1130,2736,16,30,30,0,False,True,9,True,1,0,0,0,False,O
211,35,0,Dt.,3,0,999,791,2755,848,2785,791|791|791,2755|2755|2755,848|848|848,2785|2785|2785,0,30,30,0,False,True,9,False,1,0,0,0,False,O
212,35,1,Santash,7,4,7777777,1212,2718,1510,2802,1212|1212|1212|1212|1212|1212|1212,2718|2718|2718|2718|2718|2718|2718,1510|1510|1510|1510|1510|1510|1510,2802|2802|2802|2802|2802|2802|2802,364,84,84,0,False,False,7,False,1,0,0,1,False,O
213,35,2,Tipnis,6,12,888888,1561,2732,1770,2831,1561|1561|1561|1561|1561|1561,2732|2732|2732|2732|2732|2732,1770|1770|1770|1770|1770|1770,2831|2831|2831|2831|2831|2831,51,99,99,0,False,False,8,False,1,0,0,1,False,O
214,36,0,COST,4,0,9999,792,2841,892,2871,792|792|792|792,2841|2841|2841|2841,892|892|892|892,2871|2871|2871|2871,0,30,30,0,True,False,9,False,1,0,0,0,False,O
215,36,1,CENTRE,6,5,999999,902,2839,1053,2870,902|902|902|902|902|902,2839|2839|2839|2839|2839|2839,1053|1053|1053|1053|1053|1053,2870|2870|2870|2870|2870|2870,10,31,31,0,True,False,9,False,1,0,0,0,False,O
216,36,2,As,2,12,99,1189,2841,1274,2898,1189|1189,2841|2841,1274|1274,2898|2898,136,57,57,0,False,False,9,False,1,0,0,1,False,O
217,36,3,per,3,15,999,1314,2853,1415,2920,1314|1314|1314,2853|2853|2853,1415|1415|1415,2920|2920|2920,40,67,67,0,False,False,9,False,1,0,0,2,False,O
218,36,4,Oct,3,19,999,1493,2837,1616,2896,1493|1493|1493,2837|2837|2837,1616|1616|1616,2896|2896|2896,78,59,59,0,False,False,9,False,1,0,0,3,False,O
219,36,5,AC,2,23,55,1644,2839,1726,2885,1644|1644,2839|2839,1726|1726,2885|2885,28,46,46,0,True,False,5,False,1,0,0,3,False,O
220,37,0,GL,2,0,99,794,2922,843,2954,794|794,2922|2922,843|843,2954|2954,0,32,32,0,True,False,9,False,1,0,0,0,False,O
221,37,1,A,1,3,9,853,2919,928,2957,853,2919,928,2957,10,38,38,0,True,False,9,False,1,0,0,0,False,O
222,37,2,/,1,4,9,853,2919,928,2957,853,2919,928,2957,-75,38,38,0,False,True,9,True,1,0,0,0,False,O
223,37,3,C,1,5,9,853,2919,928,2957,853,2919,928,2957,-75,38,38,0,True,False,9,False,1,0,0,0,False,O
224,37,4,:,1,7,9,940,2928,949,2953,940,2928,949,2953,12,25,25,0,False,True,9,True,1,0,0,1,False,O
225,37,5,CODO,4,9,7777,962,2921,1067,2951,962|962|962|962,2921|2921|2921|2921,1067|1067|1067|1067,2951|2951|2951|2951,13,30,30,0,True,False,7,False,1,0,0,2,False,O
226,37,6,71801000,8,14,99999999,1213,2931,1563,2990,1213|1213|1213|1213|1213|1213|1213|1213,2931|2931|2931|2931|2931|2931|2931|2931,1563|1563|1563|1563|1563|1563|1563|1563,2990|2990|2990|2990|2990|2990|2990|2990,146,59,59,0,False,False,9,False,1,0,8,3,True,O
227,37,7,Signature,9,23,999999999,1928,2930,2138,2980,1928|1928|1928|1928|1928|1928|1928|1928|1928,2930|2930|2930|2930|2930|2930|2930|2930|2930,2138|2138|2138|2138|2138|2138|2138|2138|2138,2980|2980|2980|2980|2980|2980|2980|2980|2980,365,50,50,0,False,False,9,False,1,0,0,4,False,O
228,37,8,valid,5,33,99999,2149,2932,2244,2970,2149|2149|2149|2149|2149,2932|2932|2932|2932|2932,2244|2244|2244|2244|2244,2970|2970|2970|2970|2970,11,38,38,0,False,False,9,False,1,0,0,4,False,O
229,38,0,MURALI,6,0,999999,1933,2993,1995,3008,1933|1933|1933|1933|1933|1933,2993|2993|2993|2993|2993|2993,1995|1995|1995|1995|1995|1995,3008|3008|3008|3008|3008|3008,0,15,15,0,True,False,9,False,1,0,0,0,False,O
230,39,0,Agremt,6,0,999999,794,3005,939,3043,794|794|794|794|794|794,3005|3005|3005|3005|3005|3005,939|939|939|939|939|939,3043|3043|3043|3043|3043|3043,0,38,38,0,False,False,9,False,1,0,0,0,False,O
231,39,1,/,1,7,9,950,3001,969,3039,950,3001,969,3039,11,38,38,0,False,True,9,True,1,0,0,0,False,O
232,39,2,MIS,3,9,999,982,3003,1056,3033,982|982|982,3003|3003|3003,1056|1056|1056,3033|3033|3033,13,30,30,0,True,False,9,False,1,0,0,0,False,O
233,39,3,Po,2,13,99,1068,3003,1116,3032,1068|1068,3003|3003,1116|1116,3032|3032,12,29,29,0,False,False,9,False,1,0,0,0,False,O
234,39,4,CN=MURALL,9,16,888888888,1934,3009,2029,3023,1934|1934|1934|1934|1934|1934|1934|1934|1934,3009|3009|3009|3009|3009|3009|3009|3009|3009,2029|2029|2029|2029|2029|2029|2029|2029|2029,3023|3023|3023|3023|3023|3023|3023|3023|3023,818,14,14,0,False,True,8,False,1,0,0,1,False,O
235,40,0,SERIALNUMBER,12,0,999999999999,1933,3024,2060,3039,1933|1933|1933|1933|1933|1933|1933|1933|1933|1933|1933|1933,3024|3024|3024|3024|3024|3024|3024|3024|3024|3024|3024|3024,2060|2060|2060|2060|2060|2060|2060|2060|2060|2060|2060|2060,3039|3039|3039|3039|3039|3039|3039|3039|3039|3039|3039|3039,0,15,15,0,True,False,9,False,1,0,0,0,False,O
236,40,1,150bc42,7,13,7777777,2070,3027,2127,3040,2070|2070|2070|2070|2070|2070|2070,3027|3027|3027|3027|3027|3027|3027,2127|2127|2127|2127|2127|2127|2127,3040|3040|3040|3040|3040|3040|3040,10,13,13,0,False,False,7,False,1,0,5,1,False,O
237,41,0,Aguement,8,0,44444444,1207,3035,1587,3149,1207|1207|1207|1207|1207|1207|1207|1207,3035|3035|3035|3035|3035|3035|3035|3035,1587|1587|1587|1587|1587|1587|1587|1587,3149|3149|3149|3149|3149|3149|3149|3149,0,114,114,0,False,False,4,False,1,0,0,0,False,O
238,41,1,682d8209420f1,13,9,6666666666666,1940,3041,2040,3055,1940|1940|1940|1940|1940|1940|1940|1940|1940|1940|1940|1940|1940,3041|3041|3041|3041|3041|3041|3041|3041|3041|3041|3041|3041|3041,2040|2040|2040|2040|2040|2040|2040|2040|2040|2040|2040|2040|2040,3055|3055|3055|3055|3055|3055|3055|3055|3055|3055|3055|3055|3055,353,14,14,0,False,False,6,False,1,0,11,1,False,O
239,41,2,130984.,7,23,2222222,2040,3041,2089,3056,2040|2040|2040|2040|2040|2040|2040,3041|3041|3041|3041|3041|3041|3041,2089|2089|2089|2089|2089|2089|2089,3056|3056|3056|3056|3056|3056|3056,0,15,15,0,False,True,2,False,1,0,6,1,True,O
